timestamp,open,high,low,close,volume,symbol
2025-03-02 20:54:42.248440,2503.75,2516.56,2468.96,2494.12,57758.5,ETH/USDT
2025-03-02 21:54:42.248440,2456.74,2505.96,2447.23,2472.38,59438.23,ETH/USDT
2025-03-02 22:54:42.248440,2480.4,2500.84,2430.43,2461.73,22334.19,ETH/USDT
2025-03-02 23:54:42.248440,2445.51,2478.51,2409.68,2446.66,23383.14,ETH/USDT
2025-03-03 00:54:42.248440,2460.25,2492.18,2429.62,2455.5,36322.46,ETH/USDT
2025-03-03 01:54:42.248440,2469.66,2493.95,2454.1,2459.88,59184.86,ETH/USDT
2025-03-03 02:54:42.248440,2470.61,2490.63,2421.04,2450.98,23253.64,ETH/USDT
2025-03-03 03:54:42.248440,2446.16,2480.49,2417.62,2444.67,14124.95,ETH/USDT
2025-03-03 04:54:42.248440,2466.43,2498.97,2431.6,2451.9,20528.71,ETH/USDT
2025-03-03 05:54:42.248440,2445.35,2465.15,2425.47,2447.21,38441.33,ETH/USDT
2025-03-03 06:54:42.248440,2447.37,2461.91,2414.37,2438.62,26260.34,ETH/USDT
2025-03-03 07:54:42.248440,2453.64,2479.22,2443.13,2468.45,56898.06,ETH/USDT
2025-03-03 08:54:42.248440,2481.1,2511.68,2450.56,2460.26,50501.74,ETH/USDT
2025-03-03 09:54:42.248440,2475.47,2486.82,2433.52,2470.46,35998.19,ETH/USDT
2025-03-03 10:54:42.248440,2471.79,2503.74,2466.57,2476.51,53983.46,ETH/USDT
2025-03-03 11:54:42.248440,2468.31,2469.45,2438.72,2453.62,25526.69,ETH/USDT
2025-03-03 12:54:42.248440,2420.76,2463.02,2405.69,2443.54,21006.01,ETH/USDT
2025-03-03 13:54:42.248440,2440.01,2482.5,2421.68,2455.93,34187.03,ETH/USDT
2025-03-03 14:54:42.248440,2470.47,2475.59,2435.32,2454.05,49797.15,ETH/USDT
2025-03-03 15:54:42.248440,2425.47,2445.03,2400.76,2432.24,43855.87,ETH/USDT
2025-03-03 16:54:42.248440,2459.78,2492.45,2407.14,2438.22,42891.81,ETH/USDT
2025-03-03 17:54:42.248440,2449.06,2460.87,2396.62,2429.64,38500.68,ETH/USDT
2025-03-03 18:54:42.248440,2458.02,2476.75,2416.42,2436.24,68438.14,ETH/USDT
2025-03-03 19:54:42.248440,2471.26,2490.78,2441.15,2476.77,16561.86,ETH/USDT
2025-03-03 20:54:42.248440,2501.81,2508.61,2447.76,2482.68,55522.09,ETH/USDT
2025-03-03 21:54:42.248440,2490.52,2497.42,2453.95,2492.11,17230.89,ETH/USDT
2025-03-03 22:54:42.248440,2510.4,2530.42,2465.94,2488.34,36099.21,ETH/USDT
2025-03-03 23:54:42.248440,2486.1,2495.79,2447.99,2471.44,68788.23,ETH/USDT
2025-03-04 00:54:42.248440,2475.17,2511.77,2451.58,2487.09,29693.26,ETH/USDT
2025-03-04 01:54:42.248440,2478.19,2502.37,2468.2,2477.99,51845.59,ETH/USDT
2025-03-04 02:54:42.248440,2457.25,2476.02,2453.16,2474.61,29067.19,ETH/USDT
2025-03-04 03:54:42.248440,2502.55,2525.93,2470.9,2502.05,23038.21,ETH/USDT
2025-03-04 04:54:42.248440,2517.25,2525.26,2468.25,2496.98,51042.56,ETH/USDT
2025-03-04 05:54:42.248440,2534.13,2566.05,2512.19,2515.74,56376.74,ETH/USDT
2025-03-04 06:54:42.248440,2536.28,2568.96,2490.61,2521.82,27328.4,ETH/USDT
2025-03-04 07:54:42.248440,2521.79,2529.65,2511.31,2513.4,43155.12,ETH/USDT
2025-03-04 08:54:42.248440,2529.67,2558.61,2505.89,2518.76,14033.84,ETH/USDT
2025-03-04 09:54:42.248440,2504.05,2541.98,2487.44,2507.84,43218.85,ETH/USDT
2025-03-04 10:54:42.248440,2508.75,2524.06,2499.59,2521.88,14342.48,ETH/USDT
2025-03-04 11:54:42.248440,2557.58,2565.48,2523.84,2541.32,52364.55,ETH/USDT
2025-03-04 12:54:42.248440,2520.54,2570.36,2497.44,2542.19,18879.76,ETH/USDT
2025-03-04 13:54:42.248440,2583.17,2600.87,2530.14,2563.28,21470.87,ETH/USDT
2025-03-04 14:54:42.248440,2577.43,2607.82,2529.0,2565.9,13300.49,ETH/USDT
2025-03-04 15:54:42.248440,2564.59,2585.18,2544.43,2580.42,48204.75,ETH/USDT
2025-03-04 16:54:42.248440,2628.69,2629.51,2607.24,2627.59,24183.16,ETH/USDT
2025-03-04 17:54:42.248440,2692.65,2716.81,2653.12,2667.83,49122.73,ETH/USDT
2025-03-04 18:54:42.248440,2654.88,2690.16,2628.32,2664.96,46281.4,ETH/USDT
2025-03-04 19:54:42.248440,2674.33,2699.54,2656.59,2669.86,52834.61,ETH/USDT
2025-03-04 20:54:42.248440,2643.16,2688.31,2604.7,2652.8,18621.25,ETH/USDT
2025-03-04 21:54:42.248440,2653.84,2673.88,2633.17,2665.91,40146.62,ETH/USDT
2025-03-04 22:54:42.248440,2678.76,2701.16,2672.06,2672.39,54809.6,ETH/USDT
2025-03-04 23:54:42.248440,2663.55,2666.36,2621.94,2659.86,51910.2,ETH/USDT
2025-03-05 00:54:42.248440,2681.78,2704.77,2652.7,2679.37,52588.44,ETH/USDT
2025-03-05 01:54:42.248440,2653.69,2698.55,2639.26,2675.13,15893.59,ETH/USDT
2025-03-05 02:54:42.248440,2658.52,2675.31,2657.9,2666.72,42359.64,ETH/USDT
2025-03-05 03:54:42.248440,2681.9,2695.87,2673.12,2673.36,58281.64,ETH/USDT
2025-03-05 04:54:42.248440,2660.56,2692.27,2649.01,2665.87,17200.46,ETH/USDT
