timestamp,open,high,low,close,volume,symbol
2025-03-02 20:54:42.248440,595.55,606.02,588.99,600.4,41491.95,BNB/USDT
2025-03-02 21:54:42.248440,608.23,613.29,597.55,604.07,25938.42,BNB/USDT
2025-03-02 22:54:42.248440,604.45,610.61,598.38,603.02,32454.36,BNB/USDT
2025-03-02 23:54:42.248440,601.25,607.37,593.79,602.22,70077.47,BNB/USDT
2025-03-03 00:54:42.248440,602.86,604.02,595.79,601.47,55877.19,BNB/USDT
2025-03-03 01:54:42.248440,600.28,611.63,597.03,604.08,19121.15,BNB/USDT
2025-03-03 02:54:42.248440,607.89,614.81,594.7,603.68,22007.58,BNB/USDT
2025-03-03 03:54:42.248440,599.24,609.97,596.56,602.49,16972.97,BNB/USDT
2025-03-03 04:54:42.248440,605.49,614.13,598.42,602.99,19042.17,BNB/USDT
2025-03-03 05:54:42.248440,605.02,609.64,598.51,605.9,17710.28,BNB/USDT
2025-03-03 06:54:42.248440,606.86,615.81,601.89,602.37,25188.92,BNB/USDT
2025-03-03 07:54:42.248440,602.52,607.34,601.88,604.41,57232.88,BNB/USDT
2025-03-03 08:54:42.248440,599.82,610.26,596.78,605.39,24392.93,BNB/USDT
2025-03-03 09:54:42.248440,607.26,610.15,604.8,606.48,19305.92,BNB/USDT
2025-03-03 10:54:42.248440,600.67,610.56,595.3,606.55,11141.4,BNB/USDT
2025-03-03 11:54:42.248440,610.78,614.98,603.19,606.65,15364.55,BNB/USDT
2025-03-03 12:54:42.248440,612.04,612.61,601.95,608.59,35723.24,BNB/USDT
2025-03-03 13:54:42.248440,607.28,609.46,599.6,604.38,35558.41,BNB/USDT
2025-03-03 14:54:42.248440,601.43,610.99,596.01,602.21,40052.57,BNB/USDT
2025-03-03 15:54:42.248440,597.1,598.74,592.27,597.67,25745.45,BNB/USDT
2025-03-03 16:54:42.248440,608.21,609.67,597.73,602.57,55891.63,BNB/USDT
2025-03-03 17:54:42.248440,603.18,609.73,594.76,606.0,30782.65,BNB/USDT
2025-03-03 18:54:42.248440,601.31,610.22,596.83,600.14,80343.86,BNB/USDT
2025-03-03 19:54:42.248440,599.42,603.78,593.59,601.13,40958.96,BNB/USDT
2025-03-03 20:54:42.248440,601.96,606.95,595.21,600.55,49444.47,BNB/USDT
2025-03-03 21:54:42.248440,598.23,605.5,597.42,602.17,36218.36,BNB/USDT
2025-03-03 22:54:42.248440,603.36,610.79,602.53,603.09,50514.09,BNB/USDT
2025-03-03 23:54:42.248440,602.95,609.26,600.63,602.72,37989.7,BNB/USDT
2025-03-04 00:54:42.248440,597.61,605.59,588.7,602.57,44092.26,BNB/USDT
2025-03-04 01:54:42.248440,603.45,609.54,597.05,605.35,48740.38,BNB/USDT
2025-03-04 02:54:42.248440,601.71,610.23,596.14,603.75,43924.19,BNB/USDT
2025-03-04 03:54:42.248440,603.82,612.13,596.95,602.72,56314.69,BNB/USDT
2025-03-04 04:54:42.248440,609.0,609.75,600.48,604.49,17204.7,BNB/USDT
2025-03-04 05:54:42.248440,606.97,611.82,603.04,606.83,67465.55,BNB/USDT
2025-03-04 06:54:42.248440,607.79,614.63,607.43,607.65,47518.94,BNB/USDT
2025-03-04 07:54:42.248440,611.22,611.8,604.62,606.35,22680.66,BNB/USDT
2025-03-04 08:54:42.248440,601.18,609.45,593.71,601.83,40815.99,BNB/USDT
2025-03-04 09:54:42.248440,591.82,603.33,584.56,597.46,22877.38,BNB/USDT
2025-03-04 10:54:42.248440,595.63,603.84,587.57,596.93,29863.4,BNB/USDT
2025-03-04 11:54:42.248440,595.13,599.88,595.03,597.39,18598.03,BNB/USDT
2025-03-04 12:54:42.248440,595.4,603.16,589.21,596.46,53754.46,BNB/USDT
